Cast Vote Record,Precinct,Ballot Style,Governor / Lieutenant Governor,Attorney General,Secretary of State,State Treasurer,United States Senator,Representative in Congress District 2,Representative in Congress District 5,State Senator District 13,State Senator District 15,State Senator District 27,Representative to the Assembly District 37,Representative to the Assembly District 38,Representative to the Assembly District 42,Representative to the Assembly District 43,Representative to the Assembly District 46,Representative to the Assembly District 47,Representative to the Assembly District 48,Representative to the Assembly District 76,Representative to the Assembly District 77,Representative to the Assembly District 78,Representative to the Assembly District 79,Representative to the Assembly District 80,Representative to the Assembly District 81,Sheriff Dane County,Clerk of Circuit Court Dane County,Sheriff Green County,Coroner Green County,Clerk of Circuit Court Green County,Sheriff Jefferson County,Clerk of Circuit Court Jefferson County,County Referendum re: tax loopholes,County Referendum re: legalize marijuana,Green County Referendum,City of Sun Prairie Referendum re: tax loopholes,Village of DeForest Referendum re: tax loopholes,Village of Mt. Horeb Referendum re: animal research,Town of Black Earth Referendum re: appointed clerk,Town of Deerfield Referendum re: appointed clerk,Town of Madison Referendum re: increase levy limit,Town of Sun Prairie Referendum re: appointed clerk,Town of Vermont Referendum re: appointed clerk/treasurer,Town of Vermont Referendum re: amend constitution,Edgerton School District Ref #1,Edgerton School District Ref #2,Evansville School District Ref #1,Evansville School District #2,Middleton Cross Plains Ref #1,Middleton Cross Plains Ref #2,Monona Grove Ref #1,Monona Grove Ref #2,Oregon School District Ref #1,Oregon School District Ref #2,New Glarus School District Ref #1,New Glarus School District Ref #2,River Valley School District Referendum,Poynette School District Referendum
271228,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271229,C Madison Wd 009,Ballot Style 31,LIB Phillip Anderson /Patrick Baird,undervote,undervote,undervote,DEM Tammy Baldwin,undervote,,,,,,,,,,,undervote,,,,,,,undervote,undervote,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271230,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271231,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271232,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,undervote,,,,,,,,,,,undervote,,,,,,,undervote,undervote,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271233,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,undervote,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,undervote,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271234,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271235,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271236,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,
271237,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271238,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271239,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,undervote,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,undervote,,,,,,,DEM David J. Mahoney,undervote,,,,,,undervote,undervote,,,,,,,,,,,,,,,,,,,,,,,,
271240,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271241,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271242,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,undervote,,,,,,,,,,,undervote,,,,,,,undervote,undervote,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,
271243,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271244,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271245,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271246,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,CON Andrew Zuelke,REP Leah Vukmir,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271247,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271248,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271249,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271250,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,undervote,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271251,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271252,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271253,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271254,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,undervote,REP Leah Vukmir,undervote,,,,,,,,,,,undervote,,,,,,,undervote,undervote,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271255,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,write-in:,,,,,,,,,,,undervote,,,,,,,undervote,undervote,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271256,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271257,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271258,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271259,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,undervote,,,,,,,,,,,undervote,,,,,,,undervote,undervote,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271260,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271261,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271262,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271263,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271264,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,undervote,undervote,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271265,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271266,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271267,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271268,C Madison Wd 009,Ballot Style 31,IND Maggie Turnbull /Wil Losch,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,undervote,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271269,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271270,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271271,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271272,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271273,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271274,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271275,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271276,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271277,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271278,C Madison Wd 009,Ballot Style 31,WGR Michael J. White /Tiffany Anderson,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271279,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,DEM Josh Kaul,DEM Doug La Follette,REP Travis Hartwig,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271280,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271281,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271282,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271283,C Madison Wd 009,Ballot Style 31,LIB Phillip Anderson /Patrick Baird,CON Terry Larson,REP Jay Schroeder,DEM Sarah Godlewski,REP Leah Vukmir,undervote,,,,,,,,,,,undervote,,,,,,,undervote,DEM Carlo Esqueda,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271284,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271285,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271286,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271287,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271288,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271289,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,undervote,,,,,,,,,,,undervote,,,,,,,undervote,undervote,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271290,C Madison Wd 009,Ballot Style 31,REP Scott Walker /Rebecca Kleefisch,REP Brad Schimel,REP Jay Schroeder,REP Travis Hartwig,REP Leah Vukmir,undervote,,,,,,,,,,,undervote,,,,,,,undervote,undervote,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271291,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271292,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,
271293,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271294,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271295,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271296,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271297,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,DEM David J. Mahoney,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
271298,C Madison Wd 009,Ballot Style 31,DEM Tony Evers /Mandela Barnes,DEM Josh Kaul,DEM Doug La Follette,DEM Sarah Godlewski,DEM Tammy Baldwin,DEM Mark Pocan,,,,,,,,,,,DEM Melissa Agard Sargent,,,,,,,write-in:,DEM Carlo Esqueda,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
